name,group,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,ID
"TITLE: GraphSplatting: visualizing graphs as continuous fields WORDS: graph, field, volume, flow, diagram, draw, node, tree, contour, approach, cell, isosurface, volumetric, participate, algorithm, streamline, particle, vector, render, label",GraphSplatting: visualizing graphs as continuous fields,20,20,20,20,20,4,20,20,2,20,20,20,1,20,20,20,20,3,20,20,217
"TITLE: Communicating centrality in policy network drawings WORDS: data, analysis, set, technique, explore, inform, provide, differ, network, time, paper, structure, use, point, layout, aesthetic, text, user, easy, density",Communicating centrality in policy network drawings,20,20,20,4,20,1,20,20,20,20,3,20,20,20,20,2,20,20,20,20,218
"TITLE: Illustrative interactive stipple rendering WORDS: volume, data, volumetric, participate, model, condition, insight, transfer, aspect, material, analysis, set, shape, surface, user, bundle, region, cloud, field, transport",Illustrative interactive stipple rendering,20,4,20,5,20,2,20,20,7,3,20,20,20,20,20,6,20,1,8,20,219
"TITLE: Simplification and repair of polygonal models using volumetric techniques WORDS: mesh, surface, topology, boundary, simulate, point, process, geometric, shape, local, connect, open, complex, progress, robust, construct, deform, volume, model, body",Simplification and repair of polygonal models using volumetric techniques,3,20,20,7,1,6,2,20,20,20,20,20,9,5,8,20,20,4,20,20,220
"TITLE: Comparing simplification and image-based techniques for 3D client-server rendering systems WORDS: image, video, project, object, surface, camera, scene, perform, render, gpu, optimal, track, method, domain, ray, depth, distance, topology, compute, use",Comparing simplification and image-based techniques for 3D client-server rendering systems,20,20,20,5,4,7,20,1,20,8,6,20,20,3,9,20,2,20,20,20,221
"TITLE: Using motion to illustrate static 3D shape-kinetic visualization WORDS: data, user, field, virtual, motion, display, shape, surface, flow, study, light, video, environment, predict, automatic, analysis, project, object, set, task",Using motion to illustrate static 3D shape-kinetic visualization,20,2,20,20,20,1,20,5,6,20,3,20,20,20,4,9,20,8,7,20,222
"TITLE: Image-based techniques in a hybrid collision detector WORDS: simulate, element, deform, energy, develop, light, model, body, novel, framework, perform, character, time, base, gpu, contact, physics, perception, assess, general",Image-based techniques in a hybrid collision detector,20,20,20,1,20,20,2,20,20,20,20,20,5,3,20,6,20,20,4,20,223
"TITLE: Hardware-based view-independent cell projection WORDS: graph, perform, gpu, ray, depth, distance, implement, parallel, motion, image, display, achieve, memory, mesh, efficient, propose, order, surface, video, draw",Hardware-based view-independent cell projection,20,20,20,6,5,20,20,4,20,20,20,20,2,1,3,20,20,20,7,20,224
"TITLE: A model for volume lighting and modeling WORDS: volume, light, volumetric, participate, color, model, walk, dynamic, illuminant, material, aspect, sample, method, algorithm, region, cloud, transport, local, source, filter",A model for volume lighting and modeling,5,20,20,3,20,20,20,6,20,20,20,20,20,20,20,20,20,2,1,4,225
"TITLE: Dynamic line integral convolution for visualizing streamline evolution WORDS: field, flow, streamline, particle, vector, line, method, compute, approach, technique, integral, texture, feature, general, decomposition, visual, grid, allow, fluid, motion",Dynamic line integral convolution for visualizing streamline evolution,20,5,2,20,20,4,20,20,1,20,20,20,20,20,3,20,20,20,20,20,226
"TITLE: Volumetric segmentation using Weibull E-SD fields WORDS: data, field, sample, method, user, volume, flow, filter, video, virtual, reconstruct, project, object, analysis, estimate, set, propose, streamline, particle, camera",Volumetric segmentation using Weibull E-SD fields,20,8,20,20,7,1,20,4,5,20,3,9,20,20,20,10,20,6,20,2,227
"TITLE: On marching cubes WORDS: surface, field, topology, boundary, point, process, geometric, shape, flow, sample, local, connect, method, open, complex, progress, image, construct, filter, reconstruct",On marching cubes,20,20,20,20,1,6,20,5,4,20,20,20,7,20,20,20,3,20,20,2,228
"TITLE: Adjoints and importance in rendering: an overview WORDS: light, color, surface, walk, dynamic, point, layout, illuminant, model, use, aesthetic, algorithm, compute, intersect, rigid, approach, stabilize, text, local, source",Adjoints and importance in rendering: an overview,2,20,20,5,20,20,20,6,20,20,20,20,20,4,20,3,20,7,1,20,229
"TITLE: A survey of visibility for walkthrough applications WORDS: volume, user, algorithm, participate, volumetric, render, virtual, perform, gpu, ray, distance, depth, use, compute, method, implement, study, aspect, material, environment",A survey of visibility for walkthrough applications,20,20,20,20,20,4,20,20,20,20,3,20,20,1,20,20,20,2,20,20,230
"TITLE: Interactive clipping techniques for texture-based volume visualization and volume shading WORDS: volume, perform, gpu, ray, distance, depth, implement, parallel, volumetric, participate, memory, achieve, visual, propose, efficient, order, data, aspect, material, cloud",Interactive clipping techniques for texture-based volume visualization and volume shading,20,20,20,20,20,3,20,20,20,20,20,20,20,1,20,20,20,2,4,20,231
"TITLE: Global visualization and alignments of whole bacterial genomes WORDS: visual, data, analysis, set, user, technique, interact, inform, explore, provide, study, differ, task, image, time, structure, network, point, layout, video",Global visualization and alignments of whole bacterial genomes,7,20,20,20,5,1,20,3,20,20,20,20,20,4,20,2,20,20,20,6,232
"TITLE: Three-dimensional flow characterization using vector pattern matching WORDS: field, flow, data, streamline, particle, vector, line, analysis, technique, integral, set, user, visual, decomposition, design, interact, fluid, grid, allow, inform",Three-dimensional flow characterization using vector pattern matching,20,20,20,20,20,2,20,20,1,20,20,20,20,3,20,20,4,20,20,5,233
"TITLE: Natural motion animation through constraining and deconstraining at will WORDS: motion, display, simulate, predict, deform, subject, diverse, model, animal, body, stereoscopic, compute, condition, affect, series, server, hand, time, character, dynamic",Natural motion animation through constraining and deconstraining at will,20,4,20,3,20,20,2,20,20,20,7,20,6,20,1,20,5,20,20,20,234
"TITLE: Interactive volume rendering of large sparse data sets using adaptive mesh refinement hierarchies WORDS: graph, perform, data, gpu, ray, distance, depth, compute, implement, texture, parallel, draw, diagram, node, memory, result, achieve, volume, order, tree",Interactive volume rendering of large sparse data sets using adaptive mesh refinement hierarchies,20,20,4,20,20,3,20,8,20,20,7,20,2,1,20,20,5,6,20,20,235
"TITLE: Fast multiresolution image operations in the wavelet domain WORDS: sample, method, image, optimal, filter, domain, reconstruct, estimate, algorithm, trajectory, metric, quality, video, project, propose, object, scheme, mesh, problem, general",Fast multiresolution image operations in the wavelet domain,20,20,20,20,5,20,20,3,20,20,20,4,20,6,20,20,1,20,20,2,236
"TITLE: From visual data exploration to visual data mining: a survey WORDS: visual, data, analysis, set, user, technique, explore, inform, provide, study, differ, task, time, network, paper, structure, model, light, element, energy",From visual data exploration to visual data mining: a survey,20,20,20,2,20,1,20,20,20,20,20,20,20,20,20,4,20,20,3,20,237
"TITLE: External memory management and simplification of huge meshes WORDS: data, mesh, surface, algorithm, analysis, set, perform, render, topology, gpu, use, distance, depth, ray, boundary, compute, inform, explore, provide, differ",External memory management and simplification of huge meshes,20,7,20,20,2,1,4,5,20,20,6,20,8,3,20,20,20,20,20,20,238
"TITLE: Multilevel representation and transmission of real objects with progressive octree particles WORDS: surface, light, field, optimal, domain, topology, perform, color, trajectory, metric, quality, flow, boundary, image, data, point, gpu, process, walk, dynamic",Multilevel representation and transmission of real objects with progressive octree particles,20,20,20,20,2,5,20,7,6,20,20,20,20,3,8,20,1,20,4,9,239
"TITLE: Deriving a particle system from continuum mechanics for the animation of deformable objects WORDS: model, element, interact, energy, develop, field, framework, novel, simulate, base, present, perception, assess, control, physics, flow, streamline, particle, vector, line",Deriving a particle system from continuum mechanics for the animation of deformable objects,20,20,20,1,20,20,20,20,2,20,20,20,20,20,20,20,20,20,20,20,240
"TITLE: An architecture for Java-based real-time distributed visualization WORDS: algorithm, model, render, perform, gpu, use, depth, distance, ray, compute, implement, method, parallel, present, memory, result, achieve, data, propose, order",An architecture for Java-based real-time distributed visualization,20,20,20,2,20,3,20,20,20,20,4,20,5,1,20,20,20,20,20,20,241
"TITLE: Visualizing diffusion tensor MR images using streamtubes and streamsurfaces WORDS: data, user, virtual, shape, surface, analysis, set, automatic, study, point, environment, inform, explore, provide, differ, layout, topic, geometry, volume, task",Visualizing diffusion tensor MR images using streamtubes and streamsurfaces,20,2,20,6,20,1,9,20,20,20,3,20,20,7,20,4,20,8,5,20,242
"TITLE: Cubist style rendering from photographs WORDS: shape, surface, automatic, map, topic, geometry, capture, parameterize, boundary, style, artist, problem, segment, applicator, curvature, visual, volume, data, volumetric, participate",Cubist style rendering from photographs,4,1,20,6,20,2,20,5,20,20,20,20,20,20,7,20,20,3,20,20,243
"TITLE: Tricubic interpolation of discrete surfaces for binary volumes WORDS: volume, algorithm, sample, perform, method, volumetric, participate, simulate, gpu, render, ray, distance, depth, filter, implement, reconstruct, parallel, estimate, achieve, memory",Tricubic interpolation of discrete surfaces for binary volumes,20,5,20,20,20,20,4,20,20,20,20,20,20,1,20,20,20,2,20,3,244
"TITLE: Texture synthesis for 3D shape representation WORDS: texture, field, map, patch, model, synthesis, flow, person, synthesize, paint, streamline, particle, data, vector, automatic, motion, line, display, input, cross",Texture synthesis for 3D shape representation,20,2,1,3,10,5,20,9,4,20,8,20,20,20,6,20,7,20,20,20,245
"TITLE: Transitive mesh space of a progressive mesh WORDS: surface, optimal, method, domain, use, trajectory, algorithm, quality, metric, topology, propose, scheme, general, mesh, problem, visual, boundary, origin, neighborhood, base",Transitive mesh space of a progressive mesh,20,20,20,20,2,3,20,20,20,20,20,20,20,4,20,20,1,20,20,20,246
"TITLE: Topology preserving top-down compression of 2D vector fields using bintree and triangular quadtrees WORDS: surface, topology, boundary, point, data, process, geometric, shape, edge, local, connect, open, complex, robust, progress, construct, field, optimal, domain, flow",Topology preserving top-down compression of 2D vector fields using bintree and triangular quadtrees,20,20,8,20,1,2,20,20,5,7,20,20,20,6,20,20,3,20,20,4,247
"TITLE: Semantic representation and correspondence for state-based motion transition WORDS: sample, method, filter, image, graph, user, reconstruct, estimate, motion, light, data, display, virtual, propose, video, simulate, project, object, normal, weight",Semantic representation and correspondence for state-based motion transition,20,20,20,20,9,5,8,3,20,20,2,10,7,20,6,20,11,20,4,1,248
"TITLE: Material interface reconstruction WORDS: volume, volumetric, participate, render, surface, material, aspect, region, cloud, transport, research, image, technique, present, optimal, topology, domain, illustrate, report, media",Material interface reconstruction,20,20,20,20,3,5,20,20,20,20,20,20,20,4,20,7,2,1,20,6,249
"TITLE: High-quality animation of 2D steady vector fields WORDS: field, motion, display, flow, predict, streamline, particle, vector, line, data, subject, diverse, texture, animal, graph, stereoscopic, light, series, condition, affect",High-quality animation of 2D steady vector fields,20,9,5,20,20,3,7,20,1,20,20,20,8,10,2,20,6,20,4,20,250
"TITLE: Interactive stereoscopic rendering of volumetric environments WORDS: perform, gpu, user, ray, distance, depth, implement, virtual, parallel, motion, display, memory, achieve, image, propose, order, efficient, study, environment, video",Interactive stereoscopic rendering of volumetric environments,20,20,20,20,20,20,20,4,20,20,2,20,20,1,3,20,20,20,5,20,251
"TITLE: Selective refinement queries for volume visualization of unstructured tetrahedral meshes WORDS: data, optimal, method, domain, trajectory, metric, algorithm, quality, analysis, set, scheme, propose, mesh, problem, general, field, surface, neighborhood, given, origin",Selective refinement queries for volume visualization of unstructured tetrahedral meshes,20,20,20,6,3,2,7,20,4,20,8,20,20,20,20,20,1,5,20,20,252
"TITLE: Combining hierarchy and energy for drawing directed graphs WORDS: graph, draw, diagram, tree, contour, point, layout, isosurface, cell, label, data, aesthetic, edge, text, visual, compatible, structure, scalar, density, easy",Combining hierarchy and energy for drawing directed graphs,20,20,20,20,5,3,20,20,20,20,7,20,1,6,20,2,20,20,4,20,253
"TITLE: Binary-space-partitioned images for resolving image-based visibility WORDS: graph, perform, render, image, gpu, ray, depth, distance, implement, parallel, video, present, project, memory, result, achieve, object, order, draw, diagram",Binary-space-partitioned images for resolving image-based visibility,20,6,20,20,20,20,20,3,20,20,20,20,2,1,20,7,5,20,20,4,254
"TITLE: Human factors in visualization research WORDS: data, analysis, set, explore, inform, provide, differ, network, time, paper, structure, model, user, virtual, volume, study, environment, element, task, experience",Human factors in visualization research,20,20,20,2,20,1,20,20,20,20,3,20,20,20,20,20,20,4,20,20,255
"TITLE: Image registration using hierarchical B-splines WORDS: shape, surface, video, project, object, map, automatic, topic, camera, volume, geometry, capture, parameterize, boundary, style, artist, problem, scene, segment, data",Image registration using hierarchical B-splines,20,1,20,20,20,4,20,2,6,20,20,20,20,20,20,3,20,5,20,20,256
"TITLE: CartoDraw: a fast algorithm for generating contiguous cartograms WORDS: graph, image, data, draw, diagram, map, automatic, tree, surface, topic, contour, geometry, cell, isosurface, perform, render, capture, parameterize, point, layout",CartoDraw: a fast algorithm for generating contiguous cartograms,20,1,20,20,6,5,20,20,20,20,20,8,2,3,20,4,7,20,20,20,257
"TITLE: Wavelet-based multiresolution analysis of irregular surface meshes WORDS: surface, topology, boundary, point, visual, process, geometric, shape, edge, connect, data, open, complex, robust, progress, construct, optimal, domain, simulate, trajectory",Wavelet-based multiresolution analysis of irregular surface meshes,20,20,8,20,1,3,6,20,20,20,20,20,20,5,20,20,2,20,7,4,258
"TITLE: Wavelet-based progressive compression scheme for triangle meshes: wavemesh WORDS: surface, optimal, domain, trajectory, quality, metric, scheme, problem, general, mesh, topology, origin, neighborhood, novel, movement, given, efficient, boundary, point, process",Wavelet-based progressive compression scheme for triangle meshes: wavemesh,20,20,20,20,2,20,20,20,20,20,20,20,20,20,20,20,1,20,3,4,259
"TITLE: Mesh simplification with hierarchical shape analysis and iterative edge contraction WORDS: surface, topology, boundary, point, process, geometric, shape, edge, local, connect, open, complex, structure, robust, progress, construct, paper, texture, optimal, method",Mesh simplification with hierarchical shape analysis and iterative edge contraction,20,20,4,20,1,20,20,20,5,20,20,6,20,3,7,20,2,20,20,20,260
"TITLE: Incremental penetration depth estimation between convex polytopes using dual-space expansion WORDS: light, color, dynamic, walk, sample, illuminant, perform, method, gpu, algorithm, ray, depth, distance, filter, implement, local, source, reconstruct, shadow, result",Incremental penetration depth estimation between convex polytopes using dual-space expansion,6,20,20,20,5,20,20,20,20,20,20,20,20,2,20,20,4,20,1,3,261
"TITLE: The lattice-Boltzmann method for simulating gaseous phenomena WORDS: simulate, deform, field, model, body, character, time, dynamic, contact, flow, collision, motion, force, facial, cloth, detect, interact, condition, streamline, particle",The lattice-Boltzmann method for simulating gaseous phenomena,20,6,7,20,20,20,1,20,3,2,9,20,8,5,20,20,4,20,20,20,262
"TITLE: Color nonuniformity in projection-based displays: analysis and solutions WORDS: image, light, video, project, motion, object, display, color, camera, dynamic, walk, scene, illuminant, predict, use, track, compute, algorithm, approach, view",Color nonuniformity in projection-based displays: analysis and solutions,20,20,20,20,20,20,20,2,20,20,20,20,4,20,3,20,20,20,1,20,263
"TITLE: A fast impulsive contact suite for rigid body simulation WORDS: simulate, deform, model, body, character, time, contact, light, collision, fluid, motion, force, facial, cloth, detect, color, dynamic, walk, illuminant, use",A fast impulsive contact suite for rigid body simulation,4,20,20,6,5,20,1,20,20,20,20,20,20,3,20,20,7,20,2,20,264
"TITLE: Topological segmentation in three-dimensional vector fields WORDS: field, flow, streamline, particle, vector, line, data, technique, integral, decomposition, visual, grid, allow, fluid, discrete, image, analysis, set, user, map",Topological segmentation in three-dimensional vector fields,20,3,20,20,6,2,20,20,1,20,20,20,20,20,20,20,5,20,20,4,265
"TITLE: Virtual trackballs revisited WORDS: user, virtual, interact, study, environment, task, experience, design, applicator, plan, reality, control, conduct, human, scenario, group, systems, quantitative, record, plot",Virtual trackballs revisited,20,6,20,4,20,20,20,20,20,20,1,2,20,5,20,20,3,20,20,20,266
"TITLE: Faster shading by equal angle interpolation of vectors WORDS: field, flow, streamline, particle, vector, line, sample, method, filter, technique, integral, reconstruct, estimate, general, decomposition, propose, grid, allow, fluid, simulate",Faster shading by equal angle interpolation of vectors,20,20,20,20,20,6,5,20,1,20,20,4,20,20,20,3,20,20,7,2,267
"TITLE:  nu;-Quaternion splines for the smooth interpolation of orientations WORDS: sample, method, filter, reconstruct, estimate, propose, model, normal, weight, approach, use, function, noise, compute, mesh, data, base, framework, feature, interpolant", nu;-Quaternion splines for the smooth interpolation of orientations,2,20,20,20,4,3,20,6,20,20,20,5,20,20,20,20,20,20,20,1,268
"TITLE: Footprint area sampled texturing WORDS: sample, method, filter, reconstruct, estimate, propose, normal, weight, approach, use, noise, compute, function, framework, feature, base, interpolant, demonstrate, paper, smooth",Footprint area sampled texturing,20,20,3,20,6,20,7,5,20,20,20,4,20,8,20,9,2,20,20,1,269
"TITLE: Camera-sampling field and its applications WORDS: field, flow, streamline, particle, vector, line, integral, sample, method, decomposition, visual, grid, allow, fluid, filter, discrete, data, reconstruct, volume, estimate",Camera-sampling field and its applications,20,20,20,20,6,3,20,4,1,20,20,20,8,20,20,20,7,5,20,2,270
"TITLE: Fuzzy vector median-based surface smoothing WORDS: sample, method, filter, reconstruct, estimate, propose, simulate, normal, weight, approach, use, compute, noise, function, mesh, feature, base, framework, interpolant, smooth",Fuzzy vector median-based surface smoothing,20,20,20,20,3,20,2,7,5,20,20,20,20,6,20,4,20,20,20,1,271
"TITLE: Efficient example-based painting and synthesis of 2D directional texture WORDS: texture, patch, synthesis, person, surface, synthesize, paint, input, cross, treatment, illusion, seamlessly, phase, specular, watercolor, style, data, optimal, domain, field",Efficient example-based painting and synthesis of 2D directional texture,20,5,1,20,20,3,20,6,9,20,20,20,10,8,20,20,2,20,7,4,272
"TITLE: Synthesis and rendering of bidirectional texture functions on arbitrary surfaces WORDS: texture, patch, synthesis, person, model, synthesize, paint, general, light, input, cross, treatment, illusion, seamlessly, phase, specular, intersect, rigid, watercolor, style",Synthesis and rendering of bidirectional texture functions on arbitrary surfaces,2,20,1,20,5,7,20,20,20,20,20,20,20,3,20,20,20,20,4,6,273
"TITLE: Camera-based detection and removal of shadows from interactive multiprojector displays WORDS: motion, display, user, video, project, virtual, object, predict, volume, camera, light, subject, study, diverse, scene, environment, animal, stereoscopic, task, track",Camera-based detection and removal of shadows from interactive multiprojector displays,20,20,20,20,20,8,20,1,20,20,3,7,20,20,2,20,6,5,4,20,274
"TITLE: Hierarchical data visualization using a fast rectangle-packing algorithm WORDS: data, point, layout, optimal, domain, model, aesthetic, trajectory, metric, quality, analysis, text, set, scheme, mesh, problem, general, user, easy, density",Hierarchical data visualization using a fast rectangle-packing algorithm,20,20,20,4,6,3,20,20,8,20,5,20,20,20,20,2,1,20,9,7,275
"TITLE: Real-time finite element modeling for surgery simulation: an application to virtual suturing WORDS: element, simulate, energy, develop, technique, novel, present, physics, assess, perception, general, deform, model, body, character, time, dynamic, user, mesh, contact",Real-time finite element modeling for surgery simulation: an application to virtual suturing,20,3,20,1,5,20,2,20,20,20,4,20,20,20,20,20,20,20,20,6,276
"TITLE: Generalized B-spline subdivision-surface wavelets for geometry compression WORDS: surface, topology, boundary, point, process, geometric, shape, edge, local, connect, open, complex, structure, progress, construct, field, sample, method, image, flow",Generalized B-spline subdivision-surface wavelets for geometry compression,20,20,20,20,1,20,20,6,4,20,5,20,20,20,20,20,2,20,20,3,277
"TITLE: A new physical model with multilayer architecture for facial expression animation using dynamic adaptive mesh WORDS: simulate, deform, model, body, compute, character, time, dynamic, contact, collision, fluid, motion, force, facial, cloth, detect, interact, perform, surface, topology",A new physical model with multilayer architecture for facial expression animation using dynamic adaptive mesh,7,5,6,3,2,20,1,20,20,20,20,20,20,20,20,20,4,20,20,20,278
"TITLE: Efficient implementation of real-time view-dependent multiresolution meshing WORDS: mesh, surface, topology, algorithm, boundary, visual, point, process, perform, geometric, shape, edge, data, local, connect, gpu, open, complex, robust, progress",Efficient implementation of real-time view-dependent multiresolution meshing,20,20,20,20,1,3,5,20,20,20,20,20,20,2,20,20,7,6,20,4,279
"TITLE: Counting cases in substitope algorithms WORDS: algorithm, perform, data, mesh, gpu, ray, depth, distance, compute, surface, implement, parallel, achieve, memory, efficient, propose, order, approach, user, topology",Counting cases in substitope algorithms,20,20,20,20,3,2,20,20,8,20,5,20,7,1,6,4,20,9,20,20,280
"TITLE: A topological hierarchy for functions on triangulated surfaces WORDS: surface, topology, boundary, process, geometric, shape, edge, local, connect, open, complex, robust, progress, construct, sample, method, point, visual, layout, filter",A topological hierarchy for functions on triangulated surfaces,20,20,20,20,1,4,20,20,20,20,20,20,20,6,20,2,5,20,20,3,281
"TITLE: Reconstruction of volume data with quadratic super splines WORDS: sample, method, field, filter, reconstruct, estimate, propose, flow, normal, weight, approach, model, use, noise, compute, function, base, framework, feature, interpolant",Reconstruction of volume data with quadratic super splines,5,20,20,3,4,9,20,20,2,20,20,20,7,8,20,20,6,20,20,1,282
"TITLE: O-buffer: a framework for sample-based graphics WORDS: field, sample, method, filter, algorithm, reconstruct, flow, estimate, volume, propose, perform, gpu, ray, depth, distance, normal, streamline, particle, weight, approach",O-buffer: a framework for sample-based graphics,20,20,20,20,7,20,20,20,3,20,20,6,5,2,20,20,20,4,20,1,283
"TITLE: A streaming narrow-band algorithm: interactive computation and visualization of level sets WORDS: perform, render, data, gpu, ray, distance, depth, compute, implement, parallel, present, memory, result, achieve, element, order, field, approach, energy, develop",A streaming narrow-band algorithm: interactive computation and visualization of level sets,20,20,9,2,20,3,5,20,7,20,6,20,8,1,20,20,4,20,20,20,284
"TITLE: Interactive visualization of three-dimensional vector fields with flexible appearance control WORDS: field, flow, data, streamline, particle, vector, texture, line, map, patch, volume, integral, feature, general, synthesis, decomposition, analysis, set, person, grid",Interactive visualization of three-dimensional vector fields with flexible appearance control,20,20,3,20,20,2,20,20,1,20,5,20,20,7,20,6,20,4,20,20,285
"TITLE: A model for smooth viewing and navigation of large 2D information spaces WORDS: user, virtual, image, data, interact, study, environment, video, task, project, object, simulate, experience, result, optimal, visual, point, layout, domain, applicator",A model for smooth viewing and navigation of large 2D information spaces,6,8,20,20,20,4,7,5,10,20,1,20,20,20,20,3,2,20,20,9,286
"TITLE: Robust linear dimensionality reduction WORDS: data, analysis, set, user, interact, inform, explore, provide, study, differ, task, time, paper, network, image, use, shape, surface, point, model",Robust linear dimensionality reduction,20,3,20,5,20,1,20,20,20,20,20,20,6,4,20,2,20,20,20,20,287
"TITLE: Conveying shape with texture: experimental investigations of texture   39;s effects on shape categorization judgments WORDS: texture, data, insight, transfer, map, shape, bundle, patch, turbulent, model, tesselated, obstacle, synthesis, little, intrinsic, automatic, user, image, motion, thousand",Conveying shape with texture: experimental investigations of texture   39;s effects on shape categorization judgments,20,2,4,5,20,3,20,7,12,1,6,13,20,9,8,11,20,20,20,10,288
"TITLE: Multiresolution indexing of triangulated irregular networks WORDS: mesh, surface, algorithm, topology, boundary, point, perform, render, process, geometric, shape, edge, gpu, local, connect, ray, distance, depth, open, complex",Multiresolution indexing of triangulated irregular networks,20,20,20,20,1,4,20,3,20,20,20,20,20,2,20,20,20,20,20,5,289
"TITLE: Applications of Forman   39;s discrete Morse theory to topology visualization and mesh compression WORDS: mesh, surface, algorithm, topology, field, model, boundary, data, process, geometric, shape, edge, local, connect, robust, open, complex, progress, construct, flow",Applications of Forman   39;s discrete Morse theory to topology visualization and mesh compression,20,20,20,2,1,3,20,20,4,20,20,20,20,20,20,5,20,20,20,20,290
"TITLE: Visualizing a sphere eversion WORDS: user, model, virtual, interact, study, environment, task, element, experience, design, visual, motion, energy, develop, display, applicator, plan, reality, control, framework",Visualizing a sphere eversion,20,20,20,2,20,4,20,5,20,20,1,20,20,20,3,20,20,20,20,20,291
"TITLE: Robust feature detection and local classification for surfaces based on moment analysis WORDS: field, model, image, flow, surface, automatic, map, intersect, rigid, streamline, particle, stabilize, vector, topic, topology, data, line, geometry, capture, parameterize",Robust feature detection and local classification for surfaces based on moment analysis,2,1,20,20,3,5,20,20,4,20,20,6,20,8,20,20,7,20,20,20,292
"TITLE: Fast evolution of image manifolds and application to filtering and segmentation in 3D medical images WORDS: graph, light, field, motion, display, data, color, optimal, domain, automatic, flow, walk, dynamic, metric, quality, trajectory, image, topic, draw, diagram",Fast evolution of image manifolds and application to filtering and segmentation in 3D medical images,9,1,20,20,10,6,20,8,7,20,20,20,4,11,5,20,2,20,3,20,293
"TITLE: Crest lines for surface segmentation and flattening WORDS: graph, algorithm, mesh, perform, surface, gpu, field, ray, depth, distance, compute, point, implement, layout, draw, diagram, parallel, aesthetic, result, achieve",Crest lines for surface segmentation and flattening,20,6,20,20,4,20,20,20,5,20,20,20,3,1,20,2,20,7,20,20,294
"TITLE: On a construction of a hierarchy of best linear spline approximations using a finite element approach WORDS: sample, method, filter, reconstruct, optimal, domain, estimate, algorithm, trajectory, metric, quality, propose, scheme, mesh, problem, general, normal, weight, approach, neighborhood",On a construction of a hierarchy of best linear spline approximations using a finite element approach,20,20,20,5,3,4,20,20,20,20,20,6,20,20,20,20,1,20,20,2,295
"TITLE: Point-based probabilistic surfaces to show surface uncertainty WORDS: data, image, automatic, topic, geometry, capture, parameterize, analysis, graph, artist, simulate, set, user, effect, segment, applicator, curvature, point, layout, inform",Point-based probabilistic surfaces to show surface uncertainty,20,1,10,20,7,2,6,20,20,20,20,4,9,5,20,3,11,20,20,8,296
"TITLE: Haptics-based dynamic implicit solid modeling WORDS: simulate, deform, model, body, intersect, rigid, method, stabilize, compute, data, dynamic, character, time, contact, volume, element, solid, parts, feature, collision",Haptics-based dynamic implicit solid modeling,1,20,20,3,6,4,2,20,20,20,7,20,20,20,20,20,20,5,20,20,297
"TITLE: Simplification of three-dimensional density maps WORDS: surface, visual, data, optimal, topology, domain, method, use, boundary, algorithm, trajectory, quality, metric, process, geometric, shape, edge, propose, scheme, general",Simplification of three-dimensional density maps,20,20,20,20,2,3,20,20,20,20,20,20,20,20,20,4,1,20,20,20,298
"TITLE: Confetti: object-space point blending and splatting WORDS: sample, method, filter, reconstruct, estimate, propose, normal, weight, approach, field, use, noise, compute, function, base, framework, feature, interpolant, perform, demonstrate",Confetti: object-space point blending and splatting,6,5,8,20,20,20,20,20,4,20,20,20,20,2,20,3,20,7,20,1,299
"TITLE: Comparative flow visualization WORDS: data, field, analysis, set, user, flow, design, interact, inform, explore, provide, study, differ, result, task, paper, time, network, structure, streamline",Comparative flow visualization,20,20,20,20,20,1,20,20,2,20,20,20,20,20,20,20,3,20,20,20,300
"TITLE: Augmented scene modeling and visualization by optical and acoustic sensor integration WORDS: user, image, virtual, video, project, object, study, environment, camera, task, experience, scene, data, design, visual, light, applicator, track, model, plan",Augmented scene modeling and visualization by optical and acoustic sensor integration,20,3,20,6,7,4,20,2,20,20,1,20,20,20,20,20,20,20,5,20,301
"TITLE: ISA and IBFVS: image space-based visualization of flow on surfaces WORDS: field, flow, particle, streamline, vector, line, technique, integral, feature, general, visual, decomposition, fluid, allow, grid, discrete, data, mesh, surface, image",ISA and IBFVS: image space-based visualization of flow on surfaces,20,20,20,20,3,2,20,5,1,20,20,20,20,4,20,20,20,20,20,20,302
"TITLE: Image-based collision detection for deformable cloth models WORDS: simulate, deform, model, body, algorithm, dynamic, time, character, contact, collision, fluid, perform, render, motion, gpu, force, facial, ray, depth, distance",Image-based collision detection for deformable cloth models,6,20,7,3,8,20,1,20,20,20,5,20,20,2,20,4,20,20,20,20,303
"TITLE: Interactive volume rendering of thin thread structures within multivalued scientific data sets WORDS: data, volume, analysis, set, field, user, volumetric, participate, render, inform, explore, provide, study, differ, task, flow, structure, network, aspect, material",Interactive volume rendering of thin thread structures within multivalued scientific data sets,20,7,20,20,9,1,6,20,3,20,20,20,20,4,20,5,20,2,20,8,304
"TITLE: Visualization of vector fields using seed LIC and volume rendering WORDS: field, flow, streamline, particle, vector, line, volume, integral, feature, general, decomposition, volumetric, participate, grid, allow, fluid, render, discrete, texture, use",Visualization of vector fields using seed LIC and volume rendering,20,20,4,20,20,3,7,20,1,20,20,20,6,5,20,20,20,2,20,20,305
