name,group,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,T25,T26,T27,T28,T29
"apr, subject, writes, path, references, max, image, newsgroups, lines, jpeg",D266,0,0,0,0.257993950145,0,0,0,0,0,0,0,0,0,0,0,0,0.642387515258,0.0822987145906,0,0,0,0,0,0,0,0,0,0,0,0,266
"would, god, file, lines, date, path, max, organization, apr, newsgroups",D267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.700034691219,0,0,0.28582389464,0,267
"organization, apr, newsgroups, date, path, subject, gmt, lines, one, references",D268,0,0,0,0,0.976422764228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268
"windows, subject, apr, path, date, organization, writes, newsgroups, lines, gmt",D269,0,0,0,0,0,0,0,0,0,0.99392033543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269
"organization, apr, newsgroups, date, path, subject, gmt, lines, one, references",D270,0,0,0,0,0.973148148148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270
"a86, b8f, max, lines, date, apr, references, newsgroups, organization, subject",D271,0,0,0,0,0,0,0,0,0.988211382114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271
"file, lines, date, path, apr, max, newsgroups, organization, subject, windows",D272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.975213675209,0,272
"windows, path, date, lines, organization, subject, newsgroups, apr, references, gmt",D273,0,0,0,0.987916666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273
"apr, lines, newsgroups, date, organization, subject, path, would, one, references",D274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.989377289377,0,0,0,0,0,274
"newsgroups, windows, gmt, lines, apr, organization, subject, writes, date, path",D275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.984656084656,0,0,0,0,0,0,0,0,0,0,0,0,0,275
"a86, b8f, max, lines, date, apr, references, newsgroups, organization, subject",D276,0,0,0,0,0,0,0,0,0.979861111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276
"newsgroups, windows, gmt, lines, apr, organization, subject, writes, date, path",D277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.979432624113,0,0,0,0,0,0,0,0,0,0,0,0,0,277
"writes, apr, god, newsgroups, article, subject, organization, would, windows, date",D278,0,0,0,0,0,0,0.326169786318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0764140358947,0,0,0.59230849255,0,0,278
"windows, path, date, lines, organization, subject, newsgroups, apr, references, gmt",D279,0,0,0,0.978564620935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279
"would, god, one, writes, organization, date, subject, lines, apr, path",D280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0356464252424,0,0,0,0,0,0,0,0.430606087633,0.477614950648,0.0147683938591,0,0,0,280
"windows, organization, writes, lines, apr, newsgroups, date, path, mouse, subject",D281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.997322253001,0,0,0,0,0,0,0,281
"windows, path, date, lines, organization, subject, newsgroups, apr, references, gmt",D282,0,0,0,0.993995859213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282
"newsgroups, windows, gmt, lines, subject, apr, organization, max, writes, path",D283,0,0,0,0,0,0.387218530885,0,0,0,0,0,0,0,0,0,0,0.601670358004,0,0,0,0,0,0,0,0,0,0,0,0,0,283
"organization, apr, newsgroups, date, path, subject, gmt, lines, one, references",D284,0,0,0,0,0.995190713101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284
"windows, organization, writes, lines, apr, newsgroups, date, path, mouse, subject",D285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.988759689922,0,0,0,0,0,0,0,285
"max, a86, b8f, 1d9, newsgroups, windows, gmt, lines, subject, apr",D286,0,0,0,0,0,0.772673620977,0,0,0,0,0,0,0,0,0,0,0.22281752234,0,0,0,0,0,0,0,0,0,0,0,0,0,286
"newsgroups, windows, gmt, lines, apr, organization, subject, writes, date, path",D287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.992995169082,0,0,0,0,0,0,0,0,0,0,0,0,0,287
"organization, lines, newsgroups, date, path, news, gmt, subject, apr, windows",D288,0.981045751634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288
"one, path, newsgroups, date, subject, organization, apr, lines, gmt, god",D289,0,0,0,0,0.806850229241,0,0.174102151712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289
"windows, subject, newsgroups, lines, apr, path, organization, would, date, god",D290,0,0.241705534537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.745850021018,0,0,0,0,290
"newsgroups, windows, gmt, lines, apr, organization, subject, writes, date, path",D291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.992076502732,0,0,0,0,0,0,0,0,0,0,0,0,0,291
"path, newsgroups, date, subject, organization, apr, lines, gmt, god, references",D292,0,0,0,0,0,0,0.992786069652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292
"newsgroups, windows, gmt, apr, lines, organization, subject, writes, path, date",D293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211700356287,0,0.78168025837,0,0,0,0,0,0,0,0,0,0,0,0,0,293
"writes, apr, god, newsgroups, article, subject, organization, would, windows, date",D294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.989605734767,0,0,294
"max, organization, b8f, date, subject, a86, apr, lines, gmt, path",D295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333205814556,0,0,0,0,0,0,0.653267615395,0,0,0,295
"windows, subject, apr, path, date, organization, writes, newsgroups, lines, gmt",D296,0,0,0,0,0,0,0,0,0,0.980272108844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296
"max, b8f, god, one, newsgroups, windows, gmt, apr, lines, organization",D297,0,0,0,0,0,0,0,0,0,0,0,0,0.845383749061,0,0,0,0.148594745562,0,0,0,0,0,0,0,0,0,0,0,0,0,297
"writes, max, lines, newsgroups, apr, date, organization, path, subject, windows",D298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.822662511873,0,0,0,0,0,0,0,0,0,0,0,0,0.165371676161,298
"organization, date, subject, apr, lines, path, gmt, newsgroups, windows, references",D299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.984408602151,0,0,0,299
"max, newsgroups, lines, apr, path, date, organization, subject, windows, gmt",D300,0,0,0,0.331275214049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125016612483,0.146290388459,0,0,0,0.388574247595,300
"apr, god, lines, path, organization, subject, jesus, windows, date, gmt",D301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.987111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301
"windows, path, date, lines, organization, subject, newsgroups, apr, references, gmt",D302,0,0,0,0.99003436426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302
"windows, path, date, lines, organization, subject, newsgroups, apr, references, gmt",D303,0,0,0,0.980272108844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303
"lines, apr, newsgroups, date, organization, subject, path, gmt, would, one",D304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0215178925506,0,0,0,0,0,0,0.46708044649,0.509598053745,0,0,0,0,0,304
"windows, path, date, lines, organization, subject, newsgroups, apr, references, gmt",D305,0,0,0,0.966666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305
"apr, lines, newsgroups, date, organization, subject, path, would, one, references",D306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.991445427729,0,0,0,0,0,306
"would, max, writes, organization, apr, newsgroups, date, path, gmt, subject",D307,0,0,0.958510770003,0,0.0326841985504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307
"windows, subject, lines, apr, newsgroups, path, organization, would, date, god",D308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.984895833333,0,0,0,0,308
"writes, god, apr, newsgroups, article, subject, organization, would, windows, date",D309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.466533241625,0,0,0,0,0,0.524133425041,0,0,309
"path, subject, apr, references, max, image, newsgroups, lines, jpeg, date",D310,0,0,0,0.737029108102,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256398121945,0,0,0,0,0,0,0,0,0,0,0,0,310
"date, organization, windows, references, newsgroups, subject, jehovah, would, lines, one",D311,0,0,0,0.541062288121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44196801491,0,0,0,0,0,0,0,0,311
"organization, apr, newsgroups, date, path, subject, gmt, lines, one, references",D312,0,0,0,0,0.98141025641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312
"windows, organization, apr, writes, lines, newsgroups, date, path, mouse, subject",D313,0,0,0,0,0,0,0.290661943055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.698967686574,0,0,0,0,0,0,0,313
"jesus, lines, path, references, one, file, news, gmt, b8f, a86",D314,0.0792806332327,0,0,0.0617622208916,0.0168433360647,0,0.0222801944503,0,0.0282536328555,0,0,0,0,0.0436097483711,0.613157631025,0,0.0255849170712,0,0,0,0,0,0.0238648779582,0,0.0654444827117,0,0,0.0154726042786,0,0,314
"windows, gmt, writes, newsgroups, lines, apr, path, date, organization, mouse",D315,0,0,0,0,0,0,0,0,0,0.165607500818,0,0,0,0,0,0,0.409918056595,0,0,0,0,0,0.419859057972,0,0,0,0,0,0,0,315
"apr, lines, newsgroups, date, organization, subject, path, would, one, references",D316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.975833333333,0,0,0,0,0,316
"max, god, files, windows, date, subject, a86, newsgroups, one, path",D317,0,0.989015151509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317
"windows, path, date, lines, organization, subject, newsgroups, apr, references, gmt",D318,0,0,0,0.987111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318
"apr, lines, newsgroups, date, organization, subject, path, would, one, references",D319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.989259259259,0,0,0,0,0,319
"organization, date, subject, apr, lines, path, gmt, newsgroups, windows, references",D320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.978985507246,0,0,0,320
"apr, god, lines, path, organization, subject, jesus, windows, date, gmt",D321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.989015151515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321
"max, organization, would, apr, writes, path, lines, newsgroups, date, article",D322,0,0,0.435630383617,0,0,0,0.107353061531,0,0,0,0,0,0,0,0,0,0,0,0.445478093314,0,0,0,0,0,0,0,0,0,0,0,322
"writes, file, article, lines, date, path, apr, max, newsgroups, organization",D323,0,0,0,0,0,0,0,0,0,0,0,0,0,0.550191704005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.437363851551,0,323
"newsgroups, windows, gmt, lines, apr, organization, subject, writes, date, path",D324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.991594202899,0,0,0,0,0,0,0,0,0,0,0,0,0,324
"max, b8f, lines, organization, a86, apr, newsgroups, date, path, subject",D325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.982424242424,0,0,0,0,0,0,0,0,0,325
"organization, apr, newsgroups, date, path, subject, gmt, lines, one, references",D326,0,0,0,0,0.9688172043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326
"would, max, writes, organization, apr, newsgroups, date, path, gmt, subject",D327,0,0,0.843569870919,0,0.143644740953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327
"windows, organization, apr, writes, lines, newsgroups, date, path, mouse, subject",D328,0,0,0,0,0.0532230106577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.930110322676,0,0,0,0,0,0,0,328
"path, newsgroups, date, subject, organization, apr, lines, gmt, god, references",D329,0,0,0,0,0,0,0.983333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329
"path, newsgroups, date, subject, organization, apr, lines, gmt, god, references",D330,0,0,0,0,0,0,0.977519379845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330
"file, article, windows, gmt, writes, god, jesus, apr, lines, organization",D331,0,0,0,0,0,0,0.0281549614741,0,0,0,0,0,0,0.8649623407,0.0331289038926,0,0.0566204316374,0,0,0,0,0,0,0,0.0143180469802,0,0,0,0,0,331
"apr, lines, newsgroups, date, organization, subject, path, would, one, references",D332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218487084532,0,0,0,0,0,0.771989105944,0,0,0,0,0,332
"newsgroups, windows, gmt, lines, apr, organization, subject, writes, date, path",D333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99730733519,0,0,0,0,0,0,0,0,0,0,0,0,0,333
"jesus, windows, subject, newsgroups, lines, apr, path, would, date, organization",D334,0,0,0,0.0838918601882,0,0,0,0,0,0,0,0,0,0,0.513253802709,0,0.0794679345658,0,0,0,0,0.0194852218616,0.0193025490569,0,0.0420014230028,0.240966002942,0,0,0,0,334
"organization, apr, one, newsgroups, path, gmt, subject, jesus, lines, date",D335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.994774774775,0,0,0,0,0,0,335
"one, newsgroups, windows, gmt, organization, apr, lines, subject, writes, date",D336,0,0,0,0,0.850613052609,0,0.0375887963708,0,0,0,0,0,0,0,0,0,0.104821406834,0,0,0,0,0,0,0,0,0,0,0,0,0,336
"writes, apr, god, newsgroups, article, subject, organization, would, windows, date",D337,0,0,0,0,0.201801445261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279846218998,0,0,0.515600042163,0,0,337
"a86, b8f, max, windows, gmt, writes, apr, lines, newsgroups, date",D338,0,0,0,0,0,0,0,0,0.776605244852,0,0,0,0,0,0,0,0.1474659513,0,0,0,0,0,0,0,0.0713602759294,0,0,0,0,0,338
"lines, path, one, references, news, gmt, writes, apr, god, article",D339,0.273034426224,0,0,0,0.0706787315659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.615627073187,0,0,0.0369857793828,0,0,339
"a86, b8f, max, references, newsgroups, windows, gmt, apr, lines, organization",D340,0,0,0,0,0,0,0,0,0.895081376878,0,0,0,0,0,0,0,0.0970090186021,0,0,0,0,0,0,0,0,0,0,0,0,0,340
"writes, apr, god, newsgroups, article, subject, organization, would, windows, date",D341,0,0,0,0,0,0,0.190547590772,0,0,0,0,0,0,0,0,0,0,0,0.26047580592,0,0,0,0,0,0,0,0,0.542638575139,0,0,341
"writes, apr, god, newsgroups, article, subject, organization, would, windows, date",D342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99688172043,0,0,342
"max, writes, gmt, apr, lines, organization, newsgroups, date, subject, path",D343,0,0,0.975245556025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0224384803688,0,0,0,0,0,343
"max, b8f, god, apr, lines, one, newsgroups, organization, path, subject",D344,0,0,0,0,0,0,0,0,0,0,0,0,0.970707070707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344
"windows, organization, writes, lines, apr, newsgroups, date, path, mouse, subject",D345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.987839207096,0,0,0,0,0,0,0,345
"windows, organization, writes, lines, apr, newsgroups, date, path, mouse, subject",D346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.991445427729,0,0,0,0,0,0,0,346
"max, b8f, a86, 1d9, lines, giz, newsgroups, subject, date, organization",D347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103678719799,0,0,0.886797470677,0,0,0,0,0,0,0,0,0,0,347
"writes, apr, god, newsgroups, article, subject, organization, would, windows, date",D348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.986757990868,0,0,348
"max, lines, newsgroups, organization, apr, date, path, subject, windows, gmt",D349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147606341235,0,0.843751683456,349
"max, b8f, a86, 1d9, giz, organization, date, subject, apr, lines",D350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.637426779909,0,0,0,0,0,0,0.354313633071,0,0,0,350
"windows, path, date, lines, organization, subject, newsgroups, apr, references, gmt",D351,0,0,0,0.995214521452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351
"apr, god, lines, organization, path, subject, jesus, windows, gmt, date",D352,0,0,0,0,0,0,0,0,0.0600118077755,0,0,0,0,0,0.92770749047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352
"organization, one, apr, newsgroups, path, gmt, subject, jesus, lines, date",D353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0160602089889,0.967565522005,0,0,0,0,0,0,353
"apr, lines, newsgroups, date, organization, subject, path, would, one, references",D354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.982738095238,0,0,0,0,0,354
"organization, apr, one, newsgroups, path, gmt, subject, jesus, lines, date",D355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.988759689922,0,0,0,0,0,0,355
"max, lines, newsgroups, organization, apr, date, path, subject, one, windows",D356,0,0,0,0,0.361080096065,0,0,0,0,0,0,0,0,0,0.0312317910918,0,0,0,0,0.0225223599466,0,0,0,0,0,0,0.143701228198,0,0,0.438423162168,356
"path, subject, newsgroups, date, organization, a86, apr, university, lines, b8f",D357,0,0,0,0,0,0,0,0,0,0,0.988759689922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357
"organization, date, subject, apr, lines, path, gmt, newsgroups, windows, references",D358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.975833333331,0,0,0,358
"windows, subject, lines, apr, newsgroups, path, organization, would, date, god",D359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.986936936937,0,0,0,0,359
"newsgroups, windows, gmt, lines, apr, organization, subject, writes, date, path",D360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.985784313722,0,0,0,0,0,0,0,0,0,0,0,0,0,360
"windows, gmt, writes, max, b8f, 1d9, organization, lines, a86, subject",D361,0,0,0,0,0,0,0,0,0,0,0,0.0232873666374,0,0,0,0,0.842256242767,0,0,0,0.133647765259,0,0,0,0,0,0,0,0,0,361
"apr, god, lines, path, organization, subject, jesus, windows, date, gmt",D362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.992204301075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362
"gmt, apr, lines, organization, newsgroups, date, subject, path, would, one",D363,0,0,0,0,0.69026648268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.298622406209,0,0,0,0,0,363
"windows, path, gmt, b8f, a86, max, lines, date, newsgroups, apr",D364,0,0,0,0.724089462182,0,0,0,0,0.263466093374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364
"would, max, windows, writes, one, date, path, organization, lines, subject",D365,0,0,0.690187585891,0.303506107803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365
"writes, god, apr, newsgroups, article, subject, organization, would, windows, date",D366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0433665361709,0.122487755765,0,0,0,0,0.818891470776,0,0,366
"windows, b8f, a86, max, lines, date, path, newsgroups, apr, references",D367,0,0,0,0.379226398245,0,0,0,0,0.608807789789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367
"max, a86, windows, b8f, 1d9, newsgroups, lines, subject, path, organization",D368,0,0,0,0,0,0.990705128205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368
"max, a86, windows, b8f, 1d9, newsgroups, lines, subject, path, organization",D369,0,0,0,0,0,0.984895833333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369
"organization, date, subject, apr, lines, path, gmt, newsgroups, windows, references",D370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.987111111111,0,0,0,370
"newsgroups, windows, gmt, lines, apr, organization, subject, writes, date, path",D371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.987606837607,0,0,0,0,0,0,0,0,0,0,0,0,0,371
"file, lines, path, date, apr, max, newsgroups, organization, subject, windows",D372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252712872277,0,0.739171185694,0,372
"windows, apr, writes, newsgroups, lines, path, date, organization, mouse, subject",D373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0549822458012,0,0,0,0.939326697288,0,0,0,0,0,0,0,373
"writes, gmt, lines, god, article, apr, newsgroups, subject, path, would",D374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.466653076772,0,0,0,0,0,0,0,0,0,0,0.516062972611,0,0,374
"max, b8f, a86, 1d9, 7ey, giz, writes, 6um, apr, subject",D375,0,0,0,0,0,0,0,0,0,0,0,0.429923981433,0,0,0,0,0.0176197400056,0,0,0,0,0,0,0,0,0,0,0.544561541719,0,0,375
"windows, subject, newsgroups, lines, apr, path, gmt, writes, mouse, would",D376,0,0,0,0,0,0.146936277268,0,0,0,0,0,0,0,0,0,0,0.223536212058,0,0,0,0,0,0.295108904857,0,0,0.326004366335,0,0,0,0,376
"newsgroups, windows, gmt, lines, apr, organization, subject, writes, date, path",D377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.978518518506,0,0,0,0,0,0,0,0,0,0,0,0,0,377
"file, max, article, windows, writes, newsgroups, lines, apr, path, date",D378,0,0,0,0.107579040123,0,0,0,0,0,0,0,0,0,0.634825820579,0.0739194414007,0,0,0,0,0.0362881676401,0,0,0.139380142799,0,0,0,0,0,0,0,378
"max, a86, windows, b8f, 1d9, newsgroups, lines, subject, path, organization",D379,0,0,0,0,0,0.975833333331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379
"file, article, windows, gmt, writes, mouse, apr, lines, newsgroups, organization",D380,0,0,0,0,0,0,0,0,0,0,0,0,0,0.668197016367,0,0,0.137383144525,0,0,0,0,0,0.168153906469,0,0.0229831043555,0,0,0,0,0,380
"writes, apr, god, newsgroups, article, subject, organization, would, windows, date",D381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.990965732087,0,0,381
"organization, apr, one, newsgroups, path, gmt, subject, jesus, lines, date",D382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.990880503145,0,0,0,0,0,0,382
"writes, god, apr, newsgroups, article, subject, organization, would, windows, date",D383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10895203572,0,0,0,0,0,0.883270186502,0,0,383
"writes, file, article, organization, date, subject, apr, lines, path, gmt",D384,0,0,0,0,0,0,0.0467851886542,0,0,0,0,0,0,0.817885522702,0,0,0,0,0,0,0,0,0,0,0,0,0.127434551802,0,0,0,384
"organization, date, subject, apr, lines, path, gmt, newsgroups, windows, references",D385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.990965732087,0,0,0,385
"writes, organization, date, subject, lines, apr, path, gmt, windows, references",D386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.969828972563,0,0,0,0,0,0,0,0,0,0.02403067656,0,0,0,386
"max, writes, b8f, a86, god, apr, newsgroups, article, subject, would",D387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.342159435721,0,0,0,0,0,0,0,0.654278223312,0,0,387
"apr, god, lines, path, organization, subject, jesus, windows, date, gmt",D388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.989930555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388
"would, apr, writes, path, organization, newsgroups, lines, date, article, subject",D389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.994246031746,0,0,0,0,0,0,0,0,0,0,0,389
"file, lines, date, path, max, organization, apr, newsgroups, subject, windows",D390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0586435152425,0,0.0533030330117,0.880294831056,0,390
"max, a86, windows, b8f, 1d9, newsgroups, lines, subject, path, organization",D391,0,0,0,0,0,0.991291291291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,391
"windows, path, date, lines, organization, subject, newsgroups, apr, references, gmt",D392,0,0,0,0.988759689922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392
"windows, organization, writes, lines, apr, newsgroups, date, path, mouse, subject",D393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.995042735043,0,0,0,0,0,0,0,393
"windows, path, date, lines, organization, subject, newsgroups, apr, references, gmt",D394,0,0,0,0.990614886731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,394
"windows, organization, writes, lines, apr, newsgroups, date, path, mouse, subject",D395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.987916666667,0,0,0,0,0,0,0,395
"apr, god, lines, path, organization, subject, jesus, windows, date, gmt",D396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999052287582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396
